figure,panel,series,seed,x,value,detail
1,D,Aligned,507,47,0.0,cosine=0.59915036;memory_index=6
1,D,Aligned,507,48,0.0,cosine=0.59915036;memory_index=6
1,D,Aligned,507,49,0.0,cosine=0.59915036;memory_index=6
1,D,Permuted,507,0,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,1,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,2,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,3,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,4,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,5,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,6,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,7,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,8,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,9,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,10,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,11,1.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,12,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,13,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,14,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,15,3.101550219036803e-20,cosine=0.00000000;memory_index=6
1,D,Permuted,507,16,0.0004121025849599391,cosine=0.00000000;memory_index=6
1,D,Permuted,507,17,1.322338723510014e-26,cosine=0.00000000;memory_index=6
1,D,Permuted,507,18,9.135475858659836e-16,cosine=0.00000000;memory_index=6
1,D,Permuted,507,19,6.153048559554009e-08,cosine=0.00000000;memory_index=6
1,D,Permuted,507,20,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,21,2.923364849613632e-29,cosine=0.00000000;memory_index=6
1,D,Permuted,507,22,3.329617429531894e-16,cosine=0.00000000;memory_index=6
1,D,Permuted,507,23,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,24,0.02151533216238022,cosine=0.00000000;memory_index=6
1,D,Permuted,507,25,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,26,0.9958372116088867,cosine=0.00000000;memory_index=6
1,D,Permuted,507,27,1.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,28,5.358807159183995e-30,cosine=0.00000000;memory_index=6
1,D,Permuted,507,29,1.9038850131711983e-18,cosine=0.00000000;memory_index=6
1,D,Permuted,507,30,3.3061796675246575e-22,cosine=0.00000000;memory_index=6
1,D,Permuted,507,31,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,32,0.9784846901893616,cosine=0.00000000;memory_index=6
1,D,Permuted,507,33,1.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,34,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,35,1.3001936202671216e-28,cosine=0.00000000;memory_index=6
1,D,Permuted,507,36,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,37,0.00021915120305493474,cosine=0.00000000;memory_index=6
1,D,Permuted,507,38,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,39,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,40,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,41,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,42,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,43,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,44,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,45,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,46,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,47,0.0,cosine=0.00000000;memory_index=6
1,D,Permuted,507,48,1.8873491618483326e-31,cosine=0.00000000;memory_index=6
1,D,Permuted,507,49,4.4781330115553595e-23,cosine=0.00000000;memory_index=6
1,D,Rescued,507,0,6.528041539608871e-21,cosine=0.59915036;memory_index=6
1,D,Rescued,507,1,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,2,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,3,3.4301202959370227e-34,cosine=0.59915036;memory_index=6
1,D,Rescued,507,4,2.072262534143699e-31,cosine=0.59915036;memory_index=6
1,D,Rescued,507,5,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,6,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,7,6.947281528849058e-23,cosine=0.59915036;memory_index=6
1,D,Rescued,507,8,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,9,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,10,7.861255608743222e-16,cosine=0.59915036;memory_index=6
1,D,Rescued,507,11,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,12,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,13,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,14,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,15,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,16,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,17,0.01045053917914629,cosine=0.59915036;memory_index=6
1,D,Rescued,507,18,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,19,8.205262235454653e-35,cosine=0.59915036;memory_index=6
1,D,Rescued,507,20,4.102666396453132e-21,cosine=0.59915036;memory_index=6
1,D,Rescued,507,21,1.663800030612643e-33,cosine=0.59915036;memory_index=6
1,D,Rescued,507,22,0.9895493984222412,cosine=0.59915036;memory_index=6
1,D,Rescued,507,23,1.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,24,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,25,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,26,1.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,27,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,28,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,29,1.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,30,1.36041164265663e-33,cosine=0.59915036;memory_index=6
1,D,Rescued,507,31,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,32,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,33,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,34,5.946242875611945e-32,cosine=0.59915036;memory_index=6
1,D,Rescued,507,35,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,36,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,37,1.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,38,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,39,1.086839618302804e-09,cosine=0.59915036;memory_index=6
1,D,Rescued,507,40,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,41,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,42,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,43,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,44,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,45,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,46,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,47,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,48,0.0,cosine=0.59915036;memory_index=6
1,D,Rescued,507,49,0.0,cosine=0.59915036;memory_index=6
