figure,panel,series,seed,x,value,detail
3,B,aligned,701,59,0.333721399307251,seed mean across valid load-memory diagonal
3,C,aligned,701,60,9.0,threshold=0.77777778
3,B,aligned,702,0,0.9344846606254578,seed mean across valid load-memory diagonal
3,B,aligned,702,1,0.9629471544492043,seed mean across valid load-memory diagonal
3,B,aligned,702,2,0.9055306829255203,seed mean across valid load-memory diagonal
3,B,aligned,702,3,0.8590978708183556,seed mean across valid load-memory diagonal
3,B,aligned,702,4,0.8476087121026856,seed mean across valid load-memory diagonal
3,B,aligned,702,5,0.8402829522436316,seed mean across valid load-memory diagonal
3,B,aligned,702,6,0.7985728565189574,seed mean across valid load-memory diagonal
3,B,aligned,702,7,0.7609616045681935,seed mean across valid load-memory diagonal
3,B,aligned,702,8,0.7067644576040598,seed mean across valid load-memory diagonal
3,B,aligned,702,9,0.6795214829491634,seed mean across valid load-memory diagonal
3,B,aligned,702,10,0.5983815670013428,seed mean across valid load-memory diagonal
3,B,aligned,702,11,0.5767800960005546,seed mean across valid load-memory diagonal
3,B,aligned,702,12,0.5335387003918489,seed mean across valid load-memory diagonal
3,B,aligned,702,13,0.4204107513453098,seed mean across valid load-memory diagonal
3,B,aligned,702,14,0.40575089516199153,seed mean across valid load-memory diagonal
3,B,aligned,702,15,0.39475117617597183,seed mean across valid load-memory diagonal
3,B,aligned,702,16,0.36034733175554057,seed mean across valid load-memory diagonal
3,B,aligned,702,17,0.3231930687677029,seed mean across valid load-memory diagonal
3,B,aligned,702,18,0.27427383689653306,seed mean across valid load-memory diagonal
3,B,aligned,702,19,0.2584724084860304,seed mean across valid load-memory diagonal
3,B,aligned,702,20,0.2459454114548862,seed mean across valid load-memory diagonal
3,B,aligned,702,21,0.19844103394410548,seed mean across valid load-memory diagonal
3,B,aligned,702,22,0.22815940744782748,seed mean across valid load-memory diagonal
3,B,aligned,702,23,0.21336524611389315,seed mean across valid load-memory diagonal
3,B,aligned,702,24,0.23171940383811793,seed mean across valid load-memory diagonal
3,B,aligned,702,25,0.23887951161180224,seed mean across valid load-memory diagonal
3,B,aligned,702,26,0.19209269031553583,seed mean across valid load-memory diagonal
3,B,aligned,702,27,0.17807960600563974,seed mean across valid load-memory diagonal
3,B,aligned,702,28,0.18902831169543788,seed mean across valid load-memory diagonal
3,B,aligned,702,29,0.15656296524309343,seed mean across valid load-memory diagonal
3,B,aligned,702,30,0.18418262377381325,seed mean across valid load-memory diagonal
3,B,aligned,702,31,0.14139369756368728,seed mean across valid load-memory diagonal
3,B,aligned,702,32,0.13127920723387174,seed mean across valid load-memory diagonal
3,B,aligned,702,33,0.1257659116828883,seed mean across valid load-memory diagonal
3,B,aligned,702,34,0.20851444080471992,seed mean across valid load-memory diagonal
3,B,aligned,702,35,0.11006117686629295,seed mean across valid load-memory diagonal
3,B,aligned,702,36,0.117398323956877,seed mean across valid load-memory diagonal
3,B,aligned,702,37,0.1776862084541632,seed mean across valid load-memory diagonal
3,B,aligned,702,38,0.18907571346922356,seed mean across valid load-memory diagonal
3,B,aligned,702,39,0.1360851920076779,seed mean across valid load-memory diagonal
3,B,aligned,702,40,0.12367525435984135,seed mean across valid load-memory diagonal
3,B,aligned,702,41,0.16506804408211456,seed mean across valid load-memory diagonal
3,B,aligned,702,42,0.21277065616514948,seed mean across valid load-memory diagonal
3,B,aligned,702,43,0.20224422216415405,seed mean across valid load-memory diagonal
3,B,aligned,702,44,0.18352756835520267,seed mean across valid load-memory diagonal
3,B,aligned,702,45,0.21903666704893113,seed mean across valid load-memory diagonal
3,B,aligned,702,46,0.22802343325955526,seed mean across valid load-memory diagonal
3,B,aligned,702,47,0.20322942046018747,seed mean across valid load-memory diagonal
3,B,aligned,702,48,0.20145294132332006,seed mean across valid load-memory diagonal
3,B,aligned,702,49,0.16312930123372513,seed mean across valid load-memory diagonal
3,B,aligned,702,50,0.16206454783678054,seed mean across valid load-memory diagonal
3,B,aligned,702,51,0.14565340181191763,seed mean across valid load-memory diagonal
3,B,aligned,702,52,0.1634258357807994,seed mean across valid load-memory diagonal
3,B,aligned,702,53,0.1651852588568415,seed mean across valid load-memory diagonal
3,B,aligned,702,54,0.18480921039978662,seed mean across valid load-memory diagonal
3,B,aligned,702,55,0.11124276518821716,seed mean across valid load-memory diagonal
3,B,aligned,702,56,0.1714915931224823,seed mean across valid load-memory diagonal
3,B,aligned,702,57,0.18520539005597433,seed mean across valid load-memory diagonal
3,B,aligned,702,58,0.11707879602909088,seed mean across valid load-memory diagonal
3,B,aligned,702,59,0.33333995938301086,seed mean across valid load-memory diagonal
3,C,aligned,702,60,14.0,threshold=0.77777778
3,B,aligned,703,0,0.9449562360843022,seed mean across valid load-memory diagonal
3,B,aligned,703,1,0.90900798470287,seed mean across valid load-memory diagonal
3,B,aligned,703,2,0.9232158897251919,seed mean across valid load-memory diagonal
3,B,aligned,703,3,0.8773896871951589,seed mean across valid load-memory diagonal
3,B,aligned,703,4,0.8582066116588456,seed mean across valid load-memory diagonal
3,B,aligned,703,5,0.8366306456652555,seed mean across valid load-memory diagonal
3,B,aligned,703,6,0.8260045459976902,seed mean across valid load-memory diagonal
3,B,aligned,703,7,0.7975610907910005,seed mean across valid load-memory diagonal
3,B,aligned,703,8,0.6929703439370944,seed mean across valid load-memory diagonal
3,B,aligned,703,9,0.6376167543086351,seed mean across valid load-memory diagonal
3,B,aligned,703,10,0.5431085705757142,seed mean across valid load-memory diagonal
3,B,aligned,703,11,0.5205668042204818,seed mean across valid load-memory diagonal
3,B,aligned,703,12,0.4451223570698251,seed mean across valid load-memory diagonal
3,B,aligned,703,13,0.4465782104971561,seed mean across valid load-memory diagonal
3,B,aligned,703,14,0.3633995197065499,seed mean across valid load-memory diagonal
3,B,aligned,703,15,0.3512794244620535,seed mean across valid load-memory diagonal
3,B,aligned,703,16,0.31491544656455517,seed mean across valid load-memory diagonal
3,B,aligned,703,17,0.3064131052341572,seed mean across valid load-memory diagonal
3,B,aligned,703,18,0.3021337294152805,seed mean across valid load-memory diagonal
3,B,aligned,703,19,0.3055544424711204,seed mean across valid load-memory diagonal
3,B,aligned,703,20,0.23786431360058485,seed mean across valid load-memory diagonal
3,B,aligned,703,21,0.21610812479868913,seed mean across valid load-memory diagonal
3,B,aligned,703,22,0.21237792260944843,seed mean across valid load-memory diagonal
3,B,aligned,703,23,0.2296629930418488,seed mean across valid load-memory diagonal
3,B,aligned,703,24,0.18049822044041422,seed mean across valid load-memory diagonal
3,B,aligned,703,25,0.24680673687585764,seed mean across valid load-memory diagonal
3,B,aligned,703,26,0.20006992141990101,seed mean across valid load-memory diagonal
3,B,aligned,703,27,0.17240010326107344,seed mean across valid load-memory diagonal
3,B,aligned,703,28,0.16411987133324146,seed mean across valid load-memory diagonal
3,B,aligned,703,29,0.16449658813015108,seed mean across valid load-memory diagonal
3,B,aligned,703,30,0.18237261474132538,seed mean across valid load-memory diagonal
3,B,aligned,703,31,0.16650242692437664,seed mean across valid load-memory diagonal
3,B,aligned,703,32,0.14242067001760006,seed mean across valid load-memory diagonal
3,B,aligned,703,33,0.15582571344243157,seed mean across valid load-memory diagonal
3,B,aligned,703,34,0.15744544565677643,seed mean across valid load-memory diagonal
3,B,aligned,703,35,0.1328477853536606,seed mean across valid load-memory diagonal
3,B,aligned,703,36,0.18726847864066562,seed mean across valid load-memory diagonal
3,B,aligned,703,37,0.15192858971979306,seed mean across valid load-memory diagonal
3,B,aligned,703,38,0.16070693629709157,seed mean across valid load-memory diagonal
3,B,aligned,703,39,0.17011735978580655,seed mean across valid load-memory diagonal
3,B,aligned,703,40,0.09934830404818058,seed mean across valid load-memory diagonal
3,B,aligned,703,41,0.06398125463410427,seed mean across valid load-memory diagonal
3,B,aligned,703,42,0.16062457693947685,seed mean across valid load-memory diagonal
3,B,aligned,703,43,0.18628205446635976,seed mean across valid load-memory diagonal
3,B,aligned,703,44,0.2096417690627277,seed mean across valid load-memory diagonal
3,B,aligned,703,45,0.16212523380915325,seed mean across valid load-memory diagonal
3,B,aligned,703,46,0.2111257386526891,seed mean across valid load-memory diagonal
3,B,aligned,703,47,0.1889425301207946,seed mean across valid load-memory diagonal
3,B,aligned,703,48,0.18673289380967617,seed mean across valid load-memory diagonal
3,B,aligned,703,49,0.21433589946139942,seed mean across valid load-memory diagonal
3,B,aligned,703,50,0.0585208535194397,seed mean across valid load-memory diagonal
3,B,aligned,703,51,0.18385639869504505,seed mean across valid load-memory diagonal
3,B,aligned,703,52,0.24330007564276457,seed mean across valid load-memory diagonal
3,B,aligned,703,53,0.24581382423639297,seed mean across valid load-memory diagonal
3,B,aligned,703,54,0.1422983898470799,seed mean across valid load-memory diagonal
3,B,aligned,703,55,0.1605059266090393,seed mean across valid load-memory diagonal
3,B,aligned,703,56,0.1141399759799242,seed mean across valid load-memory diagonal
3,B,aligned,703,57,0.3997152845064799,seed mean across valid load-memory diagonal
3,B,aligned,703,58,0.21685761213302612,seed mean across valid load-memory diagonal
3,B,aligned,703,59,0.11193376034498215,seed mean across valid load-memory diagonal
3,C,aligned,703,60,8.0,threshold=0.77777778
3,B,aligned,704,0,0.9480705579121907,seed mean across valid load-memory diagonal
3,B,aligned,704,1,0.9526901437064349,seed mean across valid load-memory diagonal
3,B,aligned,704,2,0.9187266230583191,seed mean across valid load-memory diagonal
3,B,aligned,704,3,0.8947060306866964,seed mean across valid load-memory diagonal
3,B,aligned,704,4,0.8784504309296608,seed mean across valid load-memory diagonal
3,B,aligned,704,5,0.8312390300360593,seed mean across valid load-memory diagonal
3,B,aligned,704,6,0.7734406440070382,seed mean across valid load-memory diagonal
3,B,aligned,704,7,0.7245040870500061,seed mean across valid load-memory diagonal
3,B,aligned,704,8,0.6910559718425457,seed mean across valid load-memory diagonal
3,B,aligned,704,9,0.6271717162693248,seed mean across valid load-memory diagonal
3,B,aligned,704,10,0.5804097226262093,seed mean across valid load-memory diagonal
3,B,aligned,704,11,0.5296912652497389,seed mean across valid load-memory diagonal
3,B,aligned,704,12,0.5015401698959371,seed mean across valid load-memory diagonal
3,B,aligned,704,13,0.4509400982171931,seed mean across valid load-memory diagonal
3,B,aligned,704,14,0.3989179484222246,seed mean across valid load-memory diagonal
3,B,aligned,704,15,0.338960466782252,seed mean across valid load-memory diagonal
3,B,aligned,704,16,0.3403276726603508,seed mean across valid load-memory diagonal
3,B,aligned,704,17,0.30315393192130463,seed mean across valid load-memory diagonal
3,B,aligned,704,18,0.22950477933599836,seed mean across valid load-memory diagonal
3,B,aligned,704,19,0.23986619708650722,seed mean across valid load-memory diagonal
3,B,aligned,704,20,0.2324321961030364,seed mean across valid load-memory diagonal
3,B,aligned,704,21,0.2525645144856893,seed mean across valid load-memory diagonal
3,B,aligned,704,22,0.21494121202512792,seed mean across valid load-memory diagonal
3,B,aligned,704,23,0.17610909890484167,seed mean across valid load-memory diagonal
3,B,aligned,704,24,0.19423978672259384,seed mean across valid load-memory diagonal
3,B,aligned,704,25,0.20650532862969806,seed mean across valid load-memory diagonal
3,B,aligned,704,26,0.2062246247249491,seed mean across valid load-memory diagonal
3,B,aligned,704,27,0.20429545166817578,seed mean across valid load-memory diagonal
3,B,aligned,704,28,0.1799705356825143,seed mean across valid load-memory diagonal
3,B,aligned,704,29,0.17768992267308698,seed mean across valid load-memory diagonal
3,B,aligned,704,30,0.15902189488212268,seed mean across valid load-memory diagonal
3,B,aligned,704,31,0.1235371408020628,seed mean across valid load-memory diagonal
3,B,aligned,704,32,0.11413221593414034,seed mean across valid load-memory diagonal
3,B,aligned,704,33,0.15462200895503717,seed mean across valid load-memory diagonal
3,B,aligned,704,34,0.14056373817416337,seed mean across valid load-memory diagonal
3,B,aligned,704,35,0.11511857661884278,seed mean across valid load-memory diagonal
3,B,aligned,704,36,0.11372906466325124,seed mean across valid load-memory diagonal
3,B,aligned,704,37,0.16245480715904548,seed mean across valid load-memory diagonal
3,B,aligned,704,38,0.17134699106893755,seed mean across valid load-memory diagonal
3,B,aligned,704,39,0.21721510624601728,seed mean across valid load-memory diagonal
3,B,aligned,704,40,0.18132739439606665,seed mean across valid load-memory diagonal
3,B,aligned,704,41,0.207738763407657,seed mean across valid load-memory diagonal
3,B,aligned,704,42,0.13107431871402594,seed mean across valid load-memory diagonal
3,B,aligned,704,43,0.16345974408528385,seed mean across valid load-memory diagonal
3,B,aligned,704,44,0.206748976605013,seed mean across valid load-memory diagonal
3,B,aligned,704,45,0.11008182838559151,seed mean across valid load-memory diagonal
3,B,aligned,704,46,0.07871148522411074,seed mean across valid load-memory diagonal
3,B,aligned,704,47,0.1320030611868088,seed mean across valid load-memory diagonal
3,B,aligned,704,48,0.12317940701420109,seed mean across valid load-memory diagonal
3,B,aligned,704,49,0.1406387290123596,seed mean across valid load-memory diagonal
3,B,aligned,704,50,0.10300869997590781,seed mean across valid load-memory diagonal
3,B,aligned,704,51,0.1531554874446657,seed mean across valid load-memory diagonal
3,B,aligned,704,52,0.0637788837775588,seed mean across valid load-memory diagonal
3,B,aligned,704,53,0.0708823140178408,seed mean across valid load-memory diagonal
3,B,aligned,704,54,0.18770364175240198,seed mean across valid load-memory diagonal
3,B,aligned,704,55,0.0230380117893219,seed mean across valid load-memory diagonal
3,B,aligned,704,56,0.09601009264588356,seed mean across valid load-memory diagonal
3,B,aligned,704,57,0.26062365621328354,seed mean across valid load-memory diagonal
3,B,aligned,704,58,0.11345924809575081,seed mean across valid load-memory diagonal
3,B,aligned,704,59,0.1111111119389534,seed mean across valid load-memory diagonal
3,C,aligned,704,60,11.0,threshold=0.77777778
3,B,aligned,705,0,0.9518230547507603,seed mean across valid load-memory diagonal
3,B,aligned,705,1,0.9288179642063076,seed mean across valid load-memory diagonal
3,B,aligned,705,2,0.893642044272916,seed mean across valid load-memory diagonal
3,B,aligned,705,3,0.8630534849668804,seed mean across valid load-memory diagonal
3,B,aligned,705,4,0.8471000705446515,seed mean across valid load-memory diagonal
3,B,aligned,705,5,0.8244927601380782,seed mean across valid load-memory diagonal
3,B,aligned,705,6,0.7618546557647211,seed mean across valid load-memory diagonal
3,B,aligned,705,7,0.7539896481442001,seed mean across valid load-memory diagonal
3,B,aligned,705,8,0.685209187750633,seed mean across valid load-memory diagonal
3,B,aligned,705,9,0.6738872741367302,seed mean across valid load-memory diagonal
3,B,aligned,705,10,0.6264803285896778,seed mean across valid load-memory diagonal
3,B,aligned,705,11,0.5982136080155567,seed mean across valid load-memory diagonal
3,B,aligned,705,12,0.4651857594338556,seed mean across valid load-memory diagonal
3,B,aligned,705,13,0.4314201959270112,seed mean across valid load-memory diagonal
3,B,aligned,705,14,0.37908690649530163,seed mean across valid load-memory diagonal
3,B,aligned,705,15,0.34366379065646063,seed mean across valid load-memory diagonal
3,B,aligned,705,16,0.30323982289568946,seed mean across valid load-memory diagonal
3,B,aligned,705,17,0.30885849797794984,seed mean across valid load-memory diagonal
3,B,aligned,705,18,0.29835793668670313,seed mean across valid load-memory diagonal
3,B,aligned,705,19,0.2608580464815221,seed mean across valid load-memory diagonal
3,B,aligned,705,20,0.27094025891274215,seed mean across valid load-memory diagonal
3,B,aligned,705,21,0.22469555414639986,seed mean across valid load-memory diagonal
3,B,aligned,705,22,0.2511524434544538,seed mean across valid load-memory diagonal
3,B,aligned,705,23,0.2119429922989897,seed mean across valid load-memory diagonal
3,B,aligned,705,24,0.20018378810750115,seed mean across valid load-memory diagonal
3,B,aligned,705,25,0.22945605899606433,seed mean across valid load-memory diagonal
3,B,aligned,705,26,0.1877453664646429,seed mean across valid load-memory diagonal
3,B,aligned,705,27,0.16236978859612436,seed mean across valid load-memory diagonal
3,B,aligned,705,28,0.14382641902193427,seed mean across valid load-memory diagonal
3,B,aligned,705,29,0.1627597270473357,seed mean across valid load-memory diagonal
3,B,aligned,705,30,0.20942499910791715,seed mean across valid load-memory diagonal
3,B,aligned,705,31,0.1793392077088356,seed mean across valid load-memory diagonal
3,B,aligned,705,32,0.20193516063903058,seed mean across valid load-memory diagonal
3,B,aligned,705,33,0.17140912733696126,seed mean across valid load-memory diagonal
3,B,aligned,705,34,0.1841587719435875,seed mean across valid load-memory diagonal
3,B,aligned,705,35,0.16473489612340927,seed mean across valid load-memory diagonal
3,B,aligned,705,36,0.16990987428774437,seed mean across valid load-memory diagonal
3,B,aligned,705,37,0.15889595610939938,seed mean across valid load-memory diagonal
3,B,aligned,705,38,0.1635875344615091,seed mean across valid load-memory diagonal
3,B,aligned,705,39,0.20538870245218277,seed mean across valid load-memory diagonal
3,B,aligned,705,40,0.22793895970098674,seed mean across valid load-memory diagonal
3,B,aligned,705,41,0.16138160503224322,seed mean across valid load-memory diagonal
3,B,aligned,705,42,0.17218897491693497,seed mean across valid load-memory diagonal
3,B,aligned,705,43,0.11990471359561472,seed mean across valid load-memory diagonal
3,B,aligned,705,44,0.08795582666061819,seed mean across valid load-memory diagonal
3,B,aligned,705,45,0.13075567185878753,seed mean across valid load-memory diagonal
3,B,aligned,705,46,0.10547214187681675,seed mean across valid load-memory diagonal
3,B,aligned,705,47,0.09534877481368872,seed mean across valid load-memory diagonal
3,B,aligned,705,48,0.14370334520936012,seed mean across valid load-memory diagonal
3,B,aligned,705,49,0.09074526991356503,seed mean across valid load-memory diagonal
3,B,aligned,705,50,0.13631379082798958,seed mean across valid load-memory diagonal
3,B,aligned,705,51,0.18853926575846142,seed mean across valid load-memory diagonal
3,B,aligned,705,52,0.25636032689362764,seed mean across valid load-memory diagonal
3,B,aligned,705,53,0.24271634646824428,seed mean across valid load-memory diagonal
3,B,aligned,705,54,0.14992483208576837,seed mean across valid load-memory diagonal
3,B,aligned,705,55,0.1946734756231308,seed mean across valid load-memory diagonal
3,B,aligned,705,56,0.22849396616220474,seed mean across valid load-memory diagonal
3,B,aligned,705,57,0.1854340359568596,seed mean across valid load-memory diagonal
3,B,aligned,705,58,0.11961104348301888,seed mean across valid load-memory diagonal
3,B,aligned,705,59,0.333564817905426,seed mean across valid load-memory diagonal
3,C,aligned,705,60,12.0,threshold=0.77777778
3,B,aligned,706,0,0.9541922807693481,seed mean across valid load-memory diagonal
3,B,aligned,706,1,0.9373408454959675,seed mean across valid load-memory diagonal
3,B,aligned,706,2,0.9364784349655283,seed mean across valid load-memory diagonal
3,B,aligned,706,3,0.9051664921275356,seed mean across valid load-memory diagonal
3,B,aligned,706,4,0.8466407986623901,seed mean across valid load-memory diagonal
3,B,aligned,706,5,0.791580652106892,seed mean across valid load-memory diagonal
3,B,aligned,706,6,0.8092791239420573,seed mean across valid load-memory diagonal
3,B,aligned,706,7,0.7697477784921538,seed mean across valid load-memory diagonal
3,B,aligned,706,8,0.7220800920174673,seed mean across valid load-memory diagonal
3,B,aligned,706,9,0.646826949189691,seed mean across valid load-memory diagonal
3,B,aligned,706,10,0.5958231841027737,seed mean across valid load-memory diagonal
3,B,aligned,706,11,0.5672151601436187,seed mean across valid load-memory diagonal
3,B,aligned,706,12,0.4718174760540326,seed mean across valid load-memory diagonal
